Baustellen_ID,Baustellenart,Baustellentyp,Beginn,Ende,Seite Sperrung,Icon,Beschreibung,Koordinaten
27,Baustelle,keine Sperrung,12.02.2024 07:00,16.02.2024 16:00,Beidseitig,baustelle,"Kraneinsatz, Fahrbahn jeweils auf einen Fahrstreifen verengt und verschwenkt","GEOMETRYCOLLECTION(POINT(13.33179176487309 52.52413546733482), LINESTRING(13.329754968521996 52.52379600137717, 13.329984005768692 52.5237930301199, 13.330585984349712 52.52389503223482, 13.331124990377333 52.52399398528605, 13.331557995062488 52.52407004240725, 13.331914990589098 52.524136934454724, 13.331964991896246 52.52414393309537, 13.332389967868817 52.524217985837794, 13.332928984471794 52.52431297466454, 13.333116048595848 52.524347977994694, 13.333586052869354 52.52443201148183, 13.334054068847035 52.5245179931484, 13.334141944243116 52.524533076626085), LINESTRING(13.334141944243116 52.524533076626085, 13.334054068847035 52.5245179931484, 13.333586052869354 52.52443201148183, 13.333116048595848 52.524347977994694, 13.332928984471794 52.52431297466454, 13.332389967868817 52.524217985837794, 13.331964991896246 52.52414393309537, 13.331914990589098 52.524136934454724, 13.331557995062488 52.52407004240725, 13.331124990377333 52.52399398528605, 13.330585984349712 52.52389503223482, 13.329984005768692 52.5237930301199, 13.329754968521996 52.52379600137717))"
28,Baustelle,keine Sperrung,12.02.2024 07:00,28.03.2024 17:00,Einseitig,baustelle,"Kabelarbeiten, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.471248207106855 52.43338837045336), LINESTRING(13.469049072831886 52.43432500378029, 13.469273962860399 52.43420293899371, 13.469838941614174 52.43397099847803, 13.470149934111936 52.43385598044112, 13.470686000414808 52.43364308261686, 13.471312935633375 52.43339296521833, 13.471573912956694 52.43328197218128, 13.47166294111837 52.43324706864538, 13.472122930224478 52.433042981260364, 13.47290998813556 52.43267102697813, 13.473349059665306 52.432458932340865, 13.473402938383297 52.432427979295824))"
29,Sperrung,Vollsperrung,12.02.2024 07:00,08.03.2024 17:00,Beidseitig,sperrung,"Stromnetzarbeiten, Vollsperrung für Kfz-Verkehr",POINT(13.38368829343967 52.44817922411976)
30,Sperrung,,12.02.2024 07:00,15.03.2024 18:00,,sperrung,"gesperrt, Tiefbauarbeiten","GEOMETRYCOLLECTION(POINT(13.30515559999847 52.49644313871789), LINESTRING(13.30515559999847 52.49644313871789, 13.305185399998466 52.496674638717664))"
31,Störung,,12.02.2024 06:22,,,warnung,"Ampelanlage außer Betrieb, Vorsicht an der Kreuzung",POINT(13.550349999999039 52.53361003867839)
32,Baustelle,keine Sperrung,12.02.2024 06:00,16.02.2024 18:00,Beidseitig,baustelle,"Kraneinsatz an Trafostation, Fahrbahn verengt und verschwenkt","GEOMETRYCOLLECTION(POINT(13.366751261326579 52.537894758482544), LINESTRING(13.36562899046731 52.5371990494926, 13.36586502706144 52.53732305915434, 13.368138968232754 52.53864105918927, 13.369416947963886 52.53937400380178, 13.36984707582959 52.539621069805406, 13.37029402383109 52.53986800618134, 13.37042905004394 52.53992902670207), LINESTRING(13.37042905004394 52.53992902670207, 13.37029402383109 52.53986800618134, 13.36984707582959 52.539621069805406, 13.369416947963886 52.53937400380178, 13.368138968232754 52.53864105918927, 13.36586502706144 52.53732305915434, 13.36562899046731 52.5371990494926))"
33,Sperrung,Vollsperrung,12.02.2024 06:00,16.02.2024 18:00,Beidseitig,sperrung,"Kraneinsatz, Vollsperrung für Kfz-Vrkehr, Umleitung ausgewiesen","GEOMETRYCOLLECTION(POINT(13.404018417588095 52.515338204235), LINESTRING(13.402523028164357 52.51644596147977, 13.40259394745473 52.516367977307716, 13.403247046749808 52.515891004810015, 13.403959100609828 52.515381017552144, 13.404432897181449 52.51503594650648, 13.405313030809817 52.514397037847836), LINESTRING(13.405313030809817 52.514397037847836, 13.404432897181449 52.51503594650648, 13.403959100609828 52.515381017552144, 13.403247046749808 52.515891004810015, 13.40259394745473 52.516367977307716, 13.402523028164357 52.51644596147977))"
34,Sperrung,Vollsperrung,12.02.2024 04:00,08.03.2024 17:00,Beidseitig,sperrung,"Fahrbahninstandsetzung, Vollsperrung für Kfz-Verkehr","GEOMETRYCOLLECTION(POINT(13.606983685179747 52.39767247165368), LINESTRING(13.592359991822144 52.40404901557507, 13.592649956139613 52.40392200831537, 13.593025998116545 52.403760060805254, 13.593693961521861 52.403474002724174, 13.594404885039001 52.40316804210373, 13.594988987370233 52.40291604455571, 13.595618019464453 52.4026469555334, 13.595919996110124 52.40251603706332, 13.596615885222644 52.402215009546865, 13.59700296585414 52.40204706663283, 13.598964018866331 52.40119900582271, 13.599171956585838 52.40110805346161, 13.59936799782928 52.40102604071265, 13.600660036101486 52.40046501843029, 13.601033018320084 52.400304987438474, 13.601499959866988 52.400102010939094, 13.601861078930225 52.3999450737666, 13.602367001052784 52.399727000454824, 13.60278402621963 52.39954500716487, 13.603102940966956 52.3994069879624, 13.603729992440398 52.39913693357819, 13.604140117134367 52.39895898989909, 13.604699948768259 52.39871798679336, 13.604864994229773 52.398644050669645, 13.605372062218702 52.39842597811422, 13.605999029759623 52.39815303366206, 13.606508971660716 52.397932023119616, 13.606918014455388 52.39775504613054, 13.60752795867252 52.39748998491816, 13.607947996018789 52.39730899804025, 13.608389981529724 52.39711702930326, 13.60909299408797 52.39681304569601, 13.609540001870807 52.39661996295557, 13.610204985370153 52.396332968005304, 13.610876026291324 52.39604001654395, 13.611188884024147 52.39590604037043, 13.611572916113362 52.395738014272624, 13.611878095872294 52.39560502502137, 13.61224193599885 52.39544799841075, 13.612699064766234 52.395249987665245, 13.613328030292044 52.394976039058186, 13.613633024470854 52.39484394223379, 13.614102082930529 52.39464004204049, 13.614622064027934 52.39441497859059, 13.615010980395514 52.39424502062598, 13.615574052343762 52.393999958398354, 13.616225989729095 52.39371403575433, 13.616391966765322 52.39364198267382, 13.616768010125163 52.393479061096166, 13.617255077606778 52.393266997584284, 13.61776196350868 52.39304608291408, 13.618286997859656 52.39281800560462, 13.618824965264377 52.39258504213703, 13.619434911511464 52.392320009859034, 13.620023994328122 52.3920639916212, 13.620714962852285 52.391764024548436, 13.620933989686431 52.3916680387045, 13.621574003384946 52.391389949660535, 13.622007071990915 52.391202052159024, 13.622448054513018 52.39101001953927, 13.623060014188933 52.39074499215438, 13.623549078313118 52.39053292615234, 13.623880945171205 52.390390057067734, 13.624360039951341 52.390176972559594, 13.624601959230775 52.390072075567346, 13.624811892050802 52.38997498775068, 13.624912925500324 52.38993003930957, 13.625421967183154 52.38969401219302, 13.625488033388297 52.389662952312435), LINESTRING(13.625488033388297 52.389662952312435, 13.625421967183154 52.38969401219302, 13.624912925500324 52.38993003930957, 13.624811892050802 52.38997498775068, 13.624601959230775 52.390072075567346, 13.624360039951341 52.390176972559594, 13.623880945171205 52.390390057067734, 13.623549078313118 52.39053292615234, 13.623060014188933 52.39074499215438, 13.622448054513018 52.39101001953927, 13.622007071990915 52.391202052159024, 13.621574003384946 52.391389949660535, 13.620933989686431 52.3916680387045, 13.620714962852285 52.391764024548436, 13.620023994328122 52.3920639916212, 13.619434911511464 52.392320009859034, 13.618824965264377 52.39258504213703, 13.618286997859656 52.39281800560462, 13.61776196350868 52.39304608291408, 13.617255077606778 52.393266997584284, 13.616768010125163 52.393479061096166, 13.616391966765322 52.39364198267382, 13.616225989729095 52.39371403575433, 13.615574052343762 52.393999958398354, 13.615010980395514 52.39424502062598, 13.614622064027934 52.39441497859059, 13.614102082930529 52.39464004204049, 13.613633024470854 52.39484394223379, 13.613328030292044 52.394976039058186, 13.612699064766234 52.395249987665245, 13.61224193599885 52.39544799841075, 13.611878095872294 52.39560502502137, 13.611572916113362 52.395738014272624, 13.611188884024147 52.39590604037043, 13.610876026291324 52.39604001654395, 13.610204985370153 52.396332968005304, 13.609540001870807 52.39661996295557, 13.60909299408797 52.39681304569601, 13.608389981529724 52.39711702930326, 13.607947996018789 52.39730899804025, 13.60752795867252 52.39748998491816, 13.606918014455388 52.39775504613054, 13.606508971660716 52.397932023119616, 13.605999029759623 52.39815303366206, 13.605372062218702 52.39842597811422, 13.604864994229773 52.398644050669645, 13.604699948768259 52.39871798679336, 13.604140117134367 52.39895898989909, 13.603729992440398 52.39913693357819, 13.603102940966956 52.3994069879624, 13.60278402621963 52.39954500716487, 13.602367001052784 52.399727000454824, 13.601861078930225 52.3999450737666, 13.601499959866988 52.400102010939094, 13.601033018320084 52.400304987438474, 13.600660036101486 52.40046501843029, 13.59936799782928 52.40102604071265, 13.599171956585838 52.40110805346161, 13.598964018866331 52.40119900582271, 13.59700296585414 52.40204706663283, 13.596615885222644 52.402215009546865, 13.595919996110124 52.40251603706332, 13.595618019464453 52.4026469555334, 13.594988987370233 52.40291604455571, 13.594404885039001 52.40316804210373, 13.593693961521861 52.403474002724174, 13.593025998116545 52.403760060805254, 13.592649956139613 52.40392200831537, 13.592359991822144 52.40404901557507))"
35,Sperrung,,10.02.2024 06:00,29.02.2024 22:00,,sperrung,wegen Veranstaltung gesperrt,"GEOMETRYCOLLECTION(POINT(13.372749999998659 52.50766003870598), LINESTRING(13.372749999998659 52.50766003870598, 13.372779999998656 52.50771003870592, 13.372809999998655 52.50774003870591, 13.372859999998656 52.50777003870586, 13.37308999999866 52.50788003870576, 13.373329999998662 52.507990038705636, 13.37424999999866 52.508410038705186, 13.374759999998663 52.508640038704954, 13.37498999999866 52.508750038704825, 13.375429999998664 52.508950038704626, 13.375709999998664 52.50909003870447, 13.375779999998667 52.509130038704434, 13.375809999998665 52.509180038704365, 13.375819999998663 52.509230038704324, 13.375829999998663 52.50932003870424, 13.375839999998664 52.5093600387042))"
36,Bauarbeiten,keine Sperrung,08.02.2024 07:00,31.05.2024 17:00,Einseitig,baustelle,"Arbeiten an Gasleitung, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.316496976708606 52.464334965762546), LINESTRING(13.316496976708606 52.464334965762546, 13.316336114952579 52.46438797192576, 13.315554050224819 52.46466401589181, 13.315049976938216 52.46484196503528, 13.314546986424224 52.46502999767449, 13.314441000675949 52.46518394580926, 13.313955058388196 52.46543803485294, 13.313571084021811 52.465650957487796, 13.312884073703218 52.466008001812554, 13.310837883167165 52.466782072426454, 13.310460038574078 52.46691496059988))"
37,Baustelle,keine Sperrung,07.02.2024 07:00,15.03.2024 17:00,Einseitig,baustelle,"Leitungsarbeiten, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.5931646957282 52.50496986177001), LINESTRING(13.590849945791451 52.5050319580623, 13.591133977623102 52.50502401192246, 13.59327195622379 52.50500800205333, 13.595799957517487 52.50497302679223, 13.596328075545854 52.50497605649473, 13.596755003474545 52.50497806361329, 13.598452000998574 52.504956999131785, 13.59870599655885 52.50493905878371))"
38,Bauarbeiten,keine Sperrung,07.02.2024 07:00,16.02.2024 13:00,Einseitig,baustelle,"Baustelle, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.602994911100033 52.54682398670467), LINESTRING(13.598859004119843 52.54751101065249, 13.59899209767285 52.54747194752898, 13.600696094536277 52.54718497752522, 13.601025944822236 52.5471499462088, 13.602134929727706 52.54696201333452, 13.602332039931461 52.54694105473651, 13.603396003994908 52.54675401701186, 13.60360698187468 52.546704988761995, 13.604011011667833 52.54662802795695, 13.60465295783513 52.546550004595034, 13.605154063681919 52.54652300433891))"
39,Baustelle,keine Sperrung,06.02.2024 07:00,01.03.2024 17:00,Einseitig,baustelle,"Gasleckbeseitigung, Fahrstreifenreduzierungen, Verkürzung Linksabbiegespur, Staugefahr","GEOMETRYCOLLECTION(POINT(13.551443536797251 52.428599155873094), LINESTRING(13.554948004660355 52.42622005985159, 13.55458693776895 52.42647602665452, 13.55407706895833 52.42681594715875, 13.552931961013188 52.427591080727986, 13.551736055541648 52.42838005665812, 13.551405994229802 52.42857300681911, 13.550885008327743 52.428914036221784, 13.550729947083312 52.42904502315566))"
40,Baustelle,keine Sperrung,06.02.2024 05:00,03.05.2024 05:00,Einseitig,baustelle,"Baustelle, Fahrbahn auf zwei Fahrstreifen verengt, Auffahrt Kaiserdamm gesperrt, Stau zu erwarten","GEOMETRYCOLLECTION(POINT(13.284973966661266 52.51055398946684), LINESTRING(13.284973966661266 52.51055398946684, 13.284744058720175 52.51017608247347, 13.284524072752472 52.50981594163997, 13.283944050383171 52.509018011192666, 13.283799042517861 52.50882907027561, 13.28363397807136 52.50863300487901, 13.28333500620893 52.508330068800696))"
41,Sperrung,Vollsperrung,06.02.2024 00:00,02.08.2024 23:59,,sperrung,"gesperrt, Tiefbauarbeiten","GEOMETRYCOLLECTION(POINT(13.299947199998453 52.521326038691456), LINESTRING(13.299947199998453 52.521326038691456, 13.30005999999845 52.521300038691486, 13.300219999998452 52.52128003869152, 13.300469999998453 52.521290038691504, 13.300809999998453 52.52130003869149, 13.300959999998456 52.521300038691486, 13.301469999998456 52.521300038691486, 13.302119999998455 52.52129003869151))"
42,Sperrung,Fahrtrichtungssperrung,05.02.2024 20:00,03.05.2024 17:00,Einseitig,sperrung,"Baustelle, Auffahrt Kaiserdamm von Knobelsdorffstraße gesperrt","GEOMETRYCOLLECTION(POINT(13.285261070031874 52.511735604489466), LINESTRING(13.285330107422372 52.51288293101913, 13.285344963084752 52.51273605004652, 13.285342910591815 52.51257300958718, 13.285342954926405 52.51198894091737, 13.285257982590602 52.511536979817606, 13.2851750780889 52.511171993649725, 13.285077976983528 52.51093699444566, 13.284973966661266 52.51055398946684))"
43,Baustelle,keine Sperrung,05.02.2024 07:00,29.03.2024 17:00,Beidseitig,baustelle,"Leitungsbauarbeiten, Fahrbahn auf jeweils einen Fahrstreifen verengt und verschwenkt","GEOMETRYCOLLECTION(POINT(13.362266993190234 52.536334926177524), LINESTRING(13.360359041878189 52.53731002250677, 13.360468055448468 52.53719006314467, 13.360557012156935 52.53708600980472, 13.360687929714084 52.53695196792647, 13.360812041423458 52.53686602388548, 13.362903090235847 52.53609197365407, 13.363459028112954 52.53590806257626), LINESTRING(13.363459028112954 52.53590806257626, 13.362903090235847 52.53609197365407, 13.360812041423458 52.53686602388548, 13.360687929714084 52.53695196792647, 13.360557012156935 52.53708600980472, 13.360468055448468 52.53719006314467, 13.360359041878189 52.53731002250677))"
44,Baustelle,keine Sperrung,05.02.2024 07:00,16.02.2024 17:00,Einseitig,baustelle,"Fahrbahninstandsetzung, Fahrbahn auf einen Fahrstreifen verengt, Stau zu erwarten","GEOMETRYCOLLECTION(POINT(13.611717819329659 52.50482960081268), LINESTRING(13.606412923682146 52.50489198279075, 13.606976982281225 52.50487201199186, 13.608035038693766 52.50486702179599, 13.609257957726097 52.50486701694732, 13.610872032391917 52.504853970317235, 13.613408963206792 52.5048340081513))"
